Protect AR Families	1850000	4449986	20112	95683
Arkansans for Jobs and Justice	1284867	3411262	18473	88573
French Hill for Arkansas	838999	2199978	12034	35083
Driving Arkansas Forward	680000	1812966	4700	17566
Reproaction	548039	3399803	3948	116266
Tea Party Nation	500000	999999	4923	13637
Asa for Governor	370000	1024984	3441	15270
Leslie Rutledge for Arkansas	351000	936972	4586	21730
Advance Arkansas Institute	332000	730989	2200	5489
MO Research	280358	750846	3079	13558
Americans for Prosperity - Arkansas	225000	610995	1200	6372
Arkansas Overdose Program Don't Run Call 911	211000	554997	1000	5197
Arkansas Game and Fish Commission	210000	549998	1000	5098
Jared Henderson for Governor	209938	912537	0	14960
Judge Joseph K.Wood	182000	445978	2100	12378
ExxonMobil	168600	371235	6901	18313
The Nature Conservancy Sustainable Agriculture	151000	304997	2231	5880
Clarke Tucker for Congress	133953	363632	602	4416
Warwick Sabin	133000	560966	771	6548
Concealed Online	132429	363917	1910	9746
LJ Bryant	131000	354994	500	2594
Michael John Gray	126000	314995	700	2195
Talk Business & Politics-Statewide	104000	280968	0	3142
Governor's Council on Developmental Disabilities - State of Arkansas	102000	209996	1000	2196
Luke Pruitt For Arkansas 77	100876	420344	599	6152
Planned Parenthood	95896	266980	992	4705
Jim Webb for Bentonville Mayor	93945	307823	1083	7591
Conduit for Action	92000	309966	0	3366
Mike Smith for Mayor of Stuttgart	90998	351976	599	4379
Benham for Mayor	85000	396984	578	4262
Spencer Hawks for State Representative District 70	84000	241987	400	2688
Liberty Defense Network	83000	204991	471	1802
Frank Scott, Jr.	79000	349987	500	3287
Our Flag Our Country	74000	342985	1867	10767
Tom Farmer for Benton Mayor	72000	345985	200	2285
Luis Andrade for Mayor	70296	248887	198	2462
Judicial Crisis Network	69985	199923	994	5204
George McGill	69620	185185	196	1735
Republican State Leadership Committee	69527	199197	930	4442
Amelia Taldo-Williams	64000	274946	0	5346
Ryan Carter For State Representative	63000	303955	196	5267
Electric Cooperatives of Arkansas	58986	130925	77	1215
Denise Garner for Arkansas	58967	212851	0	2122
Bob Ballinger for Arkansas State Senate	54951	300692	175	7082
Jonathan Crossley for AR House District 41	54000	240989	759	3054
Dawn Clemence	53842	196459	523	3725
Arkansas Advocates for Parental Equality	52000	111995	490	1430
Donald J. Trump	51663	233433	541	5944
Self-Reliant Republic	50425	252121	1580	8254
Southern Poverty Law Center	50000	99999	334	810
The JBGB	48477	96954	96	483
Caleb Norris for Maumelle Mayor	47000	161903	300	2287
Drug Injury News	45410	101409	1213	3280
Living Free	45000	209995	890	6011
Better With Age	44885	158307	1322	6942
Andrew Collins for State Rep	44000	213978	391	3788
NEA Today	43885	155389	945	5088
Women For Civility	43837	186591	834	5589
State Rep. Mark Lowery	43000	135970	300	4237
The Holy Tribune	42000	179993	1562	8674
Representative Aaron Pilkington	41000	211988	300	2388
Great Financial Workshops	40937	135827	951	5834
First Electric Cooperative	40000	169995	163	1597
Casey D. Copeland for State Rep 80	39667	142181	96	2350
Baker Kurrus for Mayor	37000	128984	600	3034
Gwen Combs	37000	109992	600	3192
Nathan George for AR Rep	35000	114990	0	990
Representative Jim Dotson	34000	142989	300	2289
LeDante Walker Sr. for City Director District 2	32077	163337	0	4487
Proxy.Vote	32000	160994	433	2492
Kallen Peret for Arkansas House District 24	32000	102981	0	1881
ARmindsMatter	30000	123992	774	2875
AARP Arkansas	30000	121994	0	665
Andy Hawkins for House District 70	29000	118964	0	3564
Tyler Dunegan for Mississippi County Clerk	28000	129980	0	2002
Americans for Prosperity	27541	125900	483	3393
Cliff Preston for Union County Judge	27000	60992	0	792
Kyle Sylvester	25000	126991	200	1691
Tom Mix for Cleburne County Judge	25000	110987	0	1287
Treasurer Bobby Hill	24832	86556	82	1382
Progressive Arkansas Women PAC	24000	106987	0	1358
Megan for Arkansas	24000	90992	100	1192
Michael J Roetzel	22000	85989	0	1089
Chad Gardner for Maumelle Ward 2	22000	84981	0	1881
Full STEAM Ahead	21000	104997	100	697
Melissa Fults for Arkansas Senate	21000	63987	100	1687
Shawn Wright for City Council	20997	66973	0	1565
Brandi Lingo For HSC Circuit Clerk	20000	110969	0	3069
Trevor Drown for Secretary of State	20000	99998	200	998
JRMC	20000	99998	0	198
Carlton Wing State Representative District 38	20000	99998	457	1560
REED for Lonoke	20000	88989	0	1089
Chris Moore for Mayor	20000	74983	190	2420
Orman for Bentonville Mayor	19882	100382	0	3221
PragerU	19061	39596	127	461
Arkansas Center for Research in Economics ACRE	19000	97987	100	1687
Solar Rebate	19000	81997	298	1794
Jonathan Dunkley for Congress	19000	81992	0	792
Dana Bonham Candidate for State Representative	18000	110961	0	3861
Chintan Desai	17856	92194	30	1039
