Vote Utah	436000	1220981	2300	7781
Our Flag Our Country	100002	202005	5708	20603
National Republican Congressional Committee	43024	183338	708	6176
Our Kids 1st - Our Schools Now	39000	182989	700	2789
Civiqs	26000	135986	276	3306
Andrew Stoddard for HD44	10000	49999	187	1264
Tom Steyer	7000	38989	268	2592
Vote NO to Re-Elect Judge Kate Toomey	7000	20996	0	396
Democrats	2052	12035	31	377
Unite For Holladay	2000	10997	0	297
Solar Rebate	2000	10997	9	337
Wasatch Speaker Series	1000	4999	0	99
Voterise	1000	4999	0	99
Modern Medicaid Alliance	1000	4999	12	184
Donald J. Trump	982	8048	18	353
45th President Donald J. Trump	747	1498	7	28
International Rescue Committee	483	1187	8	28
Sierra Club	157	794	0	11
Swing Left	98	598	1	16
Restoration PAC	53	267	0	5
4ocean	53	106	0	0
World Wildlife Fund	44	88	0	1
MoveOn	39	137	0	4
Jay Gonzalez	36	180	0	2
ACLU	26	153	0	5
Beto O'Rourke	26	142	0	4
Giving Brush	25	126	0	2
Ed Perlmutter	23	114	0	3
Independent Voter	22	110	0	1
Concealed Online	21	133	0	3
Human Rights Campaign	18	92	0	3
Ben Shapiro	16	82	0	0
No on Prop C	13	67	0	1
LifeDaily	13	65	0	2
Healthy Montana Campaign	11	40	0	1
Proud Right Winger	10	57	0	1
I Love My Freedom	10	52	0	2
Shareblue Media	10	51	0	1
Ocean Conservancy	9	107	0	6
Ben & Jerry's	9	49	0	0
The Wilderness Society	9	43	0	2
Exclusive Apparel	8	64	0	3
Liuba Grechen Shirley-Congress	7	149	0	7
Bird + Stone	6	32	0	0
WhyHunger	6	31	0	1
Heifer International	5	324	0	15
Jill Norgaard for AZ House	5	26	0	0
America with Eric Bolling	4	188	0	14
Strong Women Society	4	28	0	1
Sharice for Congress	4	27	0	1
Jacky Rosen for Nevada	4	21	0	0
Science for Humans and Freedom Institute	4	18	0	0
Finish the Ballot	3	17	0	0
ExxonMobil	3	17	0	0
Dianne Feinstein	3	17	0	1
MJ for Texas	3	16	0	0
Every State For Israel	3	16	0	0
Diane Mitsch Bush for Colorado CD3	3	16	0	0
Winning For Women	3	15	0	0
Michigan Leadership Committee	2	21	0	0
Phil Bredesen	2	17	0	0
It’s Our America	2	14	0	0
Gus Bilirakis for Congress	2	8	0	0
Beth Liston for Ohio	2	8	0	0
GOP	1	240023	0	22319
Transport Workers Union (TWU)	1	6	0	0
Fentrice For Florida House District 63	1	5	0	0
Paul Gosar for Congress	1	4	0	0
Prop 4: Better Boundaries	0	29970	0	2970
Congressional Leadership Fund	0	8991	0	303
Home Professionals	0	3996	0	185
Bob Aagard for Granite School Board	0	2997	0	297
J Lee Castillo for Congress	0	2987	0	296
Utah Democratic Party	0	1998	0	198
Representative Logan Wilde	0	1998	0	198
Point Of The Mountain Politics	0	1998	0	198
No Prop 6 Tooele	0	1998	0	198
Indivisible Guide	0	1998	0	97
Vote Fred Johnson	0	999	0	99
Tasha Lowery, Draper City Council	0	999	0	99
TAB LYN UNO for UTAH HOUSE	0	999	0	99
Stephanie Pitcher for House	0	999	0	99
Shireen for Congress	0	999	0	99
Pat Riley for Utah School Board - District 5	0	999	0	99
Nathan Evershed for District Attorney	0	999	0	99
Jeff Stenquist for Utah House of Representatives - District 51	0	999	0	99
Eric Eliason for Congress	0	999	0	99
David Young for Utah House district 34	0	999	0	99
Suzanne Harrison	0	950	0	94
Environmental Defense Fund	0	200	0	8
Alliance for a Better Minnesota	0	169	0	4
Katie Porter	0	156	0	15
PrintedKicks	0	133	0	12
High Ground	0	94	0	2
EMILY's List	0	87	0	8
Democratic Party	0	74	0	1
Ro Khanna	0	49	0	4
Oceana	0	48	0	2
CARE	0	46	0	4
DiversityInc	0	45	0	2
