Jared Polis	9397807	31452411	110342	612336
Coloradans for Fairness	6993708	19327350	102737	530582
Coloradans for Responsible Energy Development	6268000	13694929	85900	264925
Protect Colorado	5912000	13016950	150500	608241
First Freedoms	4365000	10317935	20495	85448
Noble Energy Colorado	3706997	9664846	79784	318006
Teachers for Cary Kennedy	2930000	7846794	43500	190494
The Daily CO	2906000	7243945	56920	172561
Brian Watson for CO Treasurer	2778981	9266566	41188	187031
Walker Stapleton: Wasteful, Incompetent	2649000	6369813	41122	127712
No On Prop 112	2549000	5672918	36800	154318
Better Colorado Now	2421000	5777968	42723	147688
South Metro Denver Chamber	2150000	5532936	48500	243433
No on 74	2125000	5374861	33900	147161
Colorado Values Project	2087241	6324874	38282	131332
Colorado Chronicle	1978000	5262959	49500	118059
Colorado Votes 2018	1800000	4399990	9901	49466
Jason Crow for Congress	1779000	5755814	26981	112601
Diane Mitsch Bush for Colorado CD3	1759887	7641582	17052	216549
Americans for Prosperity - Colorado	1748879	6182125	17905	86997
Our Colorado Values	1617995	6414567	26705	132436
Phil Weiser	1498060	4744815	18846	97253
Ed Perlmutter	1483000	3349965	13405	49361
UChooseCo	1400000	2999996	27000	119995
Donna Lynne	1385000	3209979	11800	56079
Senate Majority Fund	1331000	4493734	18044	95770
Colorado Way	1327992	4020828	21118	83775
Walker Stapleton	1218000	4455864	40100	153564
Discover Charters	1183000	2565985	51710	226907
George Brauchler for Colorado	1182389	3559202	16291	71889
Vote The Outdoors Action Fund	1064000	3190930	10225	45994
Stand for Children - Colorado	1045635	2641139	11942	41127
Together Colorado	1037000	2269988	4900	20188
Wayne Williams for Colorado Secretary of State	1013938	2378721	9399	38950
Dave Young for Colorado State Treasurer	1004000	2762717	8911	42104
MO Research	974944	2309827	10707	41711
Mike Johnston	960000	2530742	8444	53997
Energy Citizens	923910	2041007	9511	41084
Committee for Colorado's Shared Heritage	911000	2054995	25200	110995
SEIU Local 105	883995	3268799	9832	50891
Yes for Denver Parks	881000	1828969	7400	17269
Colorado Rising - YES on 112	855000	2477926	13201	60426
Shareblue Media	845218	2854008	13741	57109
New Era Colorado	817000	2681866	3392	26249
State Solutions Inc	800000	1999996	16144	42800
Let's Go Colorado	776000	2205907	25100	96008
Prosperity Denver	720000	2097941	9022	34255
RepresentUs	620249	1400486	3832	17599
Colorado Resistance	610987	2413684	18360	70117
ExxonMobil	598341	1665334	25403	87320
Coffman-Trump 2018	591000	1411983	38200	173683
End Citizens United	587459	1632998	10032	42562
Center for Western Priorities	584644	1337201	3418	10798
Yes on 7G	560000	1349995	3600	16495
Working People Rising	560000	1149997	3676	9524
Unite America	554013	2685117	4658	46384
Our Lives Our Vote	542000	1761792	5196	31780
Assuring Quality Healthcare Access for Colorado	530000	1299985	10840	41705
ProgressNow Colorado	493045	2428468	8424	101455
Flood Control District	440267	1176298	3950	18823
Polly Lawrence for Colorado	437000	1201965	3900	14665
Colorado Way of Life	431645	1495235	2607	13687
The Wilderness Society	430485	1224405	4951	21810
Planned Parenthood Votes Colorado	428999	1280958	1199	7659
Conservation Colorado	425000	1572887	6408	29191
Colorado Organization for Latina Opportunity and Reproductive Rights	414000	1746748	3800	35748
Victor Mitchell	412763	1137423	8011	32932
Everytown for Gun Safety	409685	1625698	4995	35155
Independence USA	408000	1780794	17004	94030
The Wilderness Society Action Fund	400000	999998	1098	5432
Denver Elections	382000	1542924	2674	18411
Great Schools, Thriving Communities	378982	1402904	7597	34858
Independent Voter	377503	1300169	2842	16165
NARAL Pro-Choice America	371072	974775	5897	33743
Abolish Slavery Colorado	354000	870986	3800	15086
Coloradans for Fiscal Responsibility	350000	799997	2227	9843
Left AF	345000	1259977	5050	23060
Christine Jensen for Colorado	333000	974977	7093	26999
Tate for Denver	320000	801994	2200	11194
Coalition of Ratepayers	316000	884989	3053	10164
Colorado Democratic Party	312064	1416229	1418	15399
No Labels Action	310017	650080	7466	23017
Likewise	303116	736929	5283	20963
Renewables Colorado	300000	699998	1500	5998
Be a Colorado Voter	300000	599997	3000	14997
NRDC	292720	837217	3038	13915
Peter Smith Independent for SD 32	277905	816785	1462	8345
Reaching the Summit: Coloradans for Mike Johnston	262975	1338441	5484	51629
Jena Griswold for Colorado	259802	1042453	4501	20108
Senator Beth Martinez Humenik	255000	904966	4200	17766
George Stern for Jeffco Clerk & Recorder	255000	584983	4300	20483
Our Public Lands	245000	1063724	569	39134
Beautiful Colorado	240000	599992	2400	5992
One Colorado	235000	733948	1493	8985
Lesley for CU Regent	234989	1222574	625	35865
Michael Dougherty	233000	948924	4717	22313
Military Network	232534	572823	6638	17943
Power the Future	231305	656518	2034	7799
POW Action Fund	222749	635969	919	5337
Senate Majority Fund IEC	219000	1033740	100	26140
