Senate Leadership Fund	543000	1763800	11685	71842
America First Policies	206000	1830848	2811	159313
NumbersUSA	100000	199999	1109	3983
Marsha Blackburn	80000	254991	1200	3491
Donald J. Trump	17778	89883	342	3942
Concealed Club	8000	27993	88	1011
American Freedom and Opportunity PAC	7000	34993	0	1039
Kanew for Congress	5982	35898	66	1411
Real Tennessee Values	2987	15931	0	525
Judicial Watch	2422	4844	27	78
Nashville Tea Party	2000	15992	0	792
Swing Left	1423	4281	22	118
Majority Forward	1000	6997	0	176
Tennessee Republican Party	1000	5998	0	198
YouGov	1000	4999	0	99
NRSC	1000	4999	16	234
Lt. Governor Randy McNally	1000	4999	0	99
American Cancer Society Cancer Action Network - ACS CAN	1000	4999	0	247
Marty Olsen for Congress	1000	4998	0	98
Beto O'Rourke	865	2179	17	74
Democrats	682	2134	10	66
National Republican Congressional Committee	617	6358	10	214
When We All Vote	487	2436	3	20
SDSU WEST	340	681	0	4
Ben Shapiro	274	1370	0	10
The Nib	201	1003	1	13
Claire McCaskill	173	347	2	8
The Daily Show	160	802	1	7
45th President Donald J. Trump	155	435	1	8
4ocean	142	711	0	5
Proud Right Winger	140	280	0	6
Penzeys Spices	95	238	1	8
LifeDaily	91	457	0	16
ACLU	87	382	1	12
FloridaStrong	82	408	0	9
International Rescue Committee	73	364	1	8
PrintedKicks	72	939	0	89
Liuba Grechen Shirley-Congress	70	522	0	25
Jared Polis	63	126	3	7
Orman for Kansas	53	263	0	3
Family Research Council	41	83	0	0
Restoration PAC	33	165	0	3
Alliance Defending Freedom	31	155	0	8
Concealed Online	29	1979	0	52
Support The Court TX	27	135	0	0
Power In Cooperation	24	118	0	8
Human Rights Campaign	24	117	0	4
Oceana	22	357	0	22
United States Constitution	21	105	0	5
Strong Women Society	19	199	0	13
Ocean Conservancy	15	168	0	10
UltimateStraw	15	74	0	0
Comer for Congress	15	29	0	0
Christian Ziegler for County Commission	14	69	0	2
Klean Kanteen	13	66	0	0
Tom Steyer	10	54	0	3
The Wilderness Society	10	51	0	3
Jacky Rosen for Nevada	10	48	0	0
Michigan Leadership Committee	9	445	0	15
Finish the Ballot	8	61	0	1
Maine Voter Resource Guide	6	30	0	0
MJ for Texas	5	34	0	1
Molly Neuman for Associate District Judge	5	11	0	0
AFT - American Federation of Teachers	4	21	0	1
Mary Auker-Endres for PA	4	18	0	1
GOP	2	10409	0	967
Paul Walker for Congress	2	17	0	0
MoveOn	2	10	0	0
No on Prop C	2	9	0	0
Justin Jones	1	5	0	0
Phil Bredesen	0	139059	0	7400
Voters Decide	0	7992	0	792
AJ Holmes for State Representative	0	5994	0	594
Joda for TN House 30	0	2847	0	282
Tennessee House Republicans	0	1998	0	198
Derek Winkle for TN House - District 9	0	1987	0	196
Take On America With OZY	0	1840	0	69
EMILY's List	0	1487	0	141
Winning For Women	0	1249	0	52
NRA - National Rifle Association of America	0	1078	0	91
Trent Harris for Alderman - Thompson's Station, TN	0	999	0	99
Tennessee Immigrant and Refugee Rights Coalition [TIRRC]	0	999	0	99
Tennessee Accountability Project	0	999	0	99
TN Governmental Prayer Alliance	0	999	0	99
Swing Left Knoxville	0	999	0	99
State Rep. Dwayne Thompson	0	999	0	99
Scott Cepicky for State Representative	0	999	0	99
Russell Gill for Nolensville Mayor	0	999	0	99
Rick Tillis State Representative 92nd District Tennessee House	0	999	0	99
Randy Boyd	0	999	0	99
Paul Bailey	0	999	0	99
NRDC	0	999	0	11
Molder for Mayor	0	999	0	99
Mike Cunningham for Lakeland Mayor	0	999	0	99
Mariah Phillips for Congress	0	999	0	99
Margaret Renkl	0	999	0	99
Live Here Vote Here	0	999	0	99
Just Vote	0	999	0	99
Jimmy Alexander for Mayor	0	999	0	99
Environmental Working Group	0	999	0	99
