Vote Utah	219000	480990	2200	11590
Eric Eliason for Congress	100000	203045	500	1388
Our Kids 1st - Our Schools Now	99000	270987	2500	13087
Sim Gill for Salt Lake County District Attorney	25000	109997	700	1997
Brad Bonham	11000	55997	100	697
Prop 3: Utah Decides	10000	63985	100	1885
Rep. Mike Winder	10000	49999	100	499
Jim Bradley	8000	32988	100	1588
Tanner Ainge	6000	14998	100	598
Greg Johnson	6000	14998	100	598
Kathie Darby for Utah House District 9	5000	9999	0	99
Jeff Stenquist for Utah House of Representatives - District 51	5000	9999	0	99
Ben McAdams	5000	9999	0	99
Adam Gardiner	5000	9999	0	99
Gil Almquist	4968	9936	99	495
Meaghan Miller for House 54	4000	20995	0	495
Shireen for Congress	3000	38499	0	3189
Kirk Cullimore	2000	39968	0	3168
Senator Brian Zehnder	2000	18989	0	1089
Citizens for Responsible Energy Solutions	2000	12995	0	536
Bob Aagard for Granite School Board	2000	12995	0	495
Solar Rebate	2000	11996	26	455
Congressional Leadership Fund	2000	11996	101	672
Chris Neville for Utah House	2000	11996	0	396
Elisabeth Luntz for Utah House District 27	2000	9998	0	148
Dan McClellan for House District 52	2000	9998	0	198
Brady Brammer for House District 27	2000	9998	100	598
Kathleen Riebe  Senate 8	1000	6997	0	297
Jani Iwamoto	1000	6997	0	297
Gallagher for Utah State Senate	1000	6997	0	297
Utah Senate Democratic Campaign Fund	1000	4999	0	99
Pat Riley for Utah School Board - District 5	1000	4999	0	99
Jason M. Allen for Utah House District 11	1000	4999	0	99
Melissa Garff Ballard	999	4996	0	98
Ted Cruz	554	1107	8	22
Democrats	515	2302	7	62
Donald J. Trump	407	5423	6	212
National Republican Congressional Committee	219	1583	3	60
Swing Left	164	855	3	33
Claire McCaskill	148	740	3	26
Sierra Club	112	560	0	5
Conservative Gear	104	521	0	5
International Rescue Committee	104	311	1	7
Elizabeth Warren	99	271	1	6
PragerU	96	482	0	3
Carl DeMaio	96	193	1	3
The Devil We Know	92	377	0	4
4ocean	91	454	0	3
Randy Bryce	73	362	0	3
Human Coalition	71	375	1	12
Catholic Relief Services	68	341	1	5
National Domestic Workers Alliance	66	150	1	9
America with Eric Bolling	59	463	3	36
Ben Shapiro	56	113	0	1
The Daily Show	49	246	0	2
VoteTogether	47	195	0	3
Heifer International	45	93	0	2
Mercy Corps	42	84	0	1
Wellness.com	40	102	1	7
Tiffany Jones	37	75	0	3
Liuba Grechen Shirley-Congress	31	135	0	5
Republican Party of Sarasota	24	121	0	1
Pfizer	23	60	0	4
Elect Lisa Callan	22	110	0	1
Sand Cloud	21	105	0	1
45th President Donald J. Trump	21	103	0	2
Giving Brush	19	95	0	2
My Faith Votes	19	37	0	0
Pi Yoga Pants	18	97	0	6
Armed American Supply	17	103	0	6
Making Every Vote Count	17	85	0	1
John R Lott Jr	17	34	0	0
Proud Right Winger	14	85	0	2
Concealed Online	13	99	0	2
Independent Voter	12	28	0	0
Louder with Crowder	11	57	0	1
Jacky Rosen for Nevada	11	57	0	3
MoveOn	10	54	0	1
RSCC	9	47	0	1
Kerry Donovan	9	46	0	0
Azula	9	45	0	1
Republican Governors Association (RGA)	9	44	0	0
Eric Garcetti	9	44	0	1
American AF	8	112	0	1
Impact Dog Crates	8	42	0	1
Premium Care For Seniors	8	40	0	2
Denise W. Merrill	8	19	0	0
Kamala Harris	7	44	0	3
Vote No on Janet Nguyen	7	41	0	1
Turning Point USA	7	38	0	0
National Democratic Redistricting Committee	7	35	0	2
Blue Wave	6	370	0	26
Strong Women Society	6	58	0	3
Waterkeeper Alliance	6	29	0	0
United States Constitution	6	29	0	0
Phil McGrane for Idaho	6	28	0	0
Block Bronx Bolshevik	6	28	0	0
Alley Cat Allies	5	26	0	1
CREDO Mobile	5	25	0	0
Lebowski Lovers	4	1311	0	98
