ATTN:	379902	0
All Def Nation	93432	0
Alternatives to Abortion	125351	0
Nike	100482	0
NowThis	45263	0
18 in 2018	31657	0
United Nations Foundation	34745	0
La Quinta Stella	18593	0
Citizens Clean Elections Commission	28005	0
The Proxy Project	39578	0
UltraViolet	71210	0
Here For This	37537	0
One Earth	30292	0
Emerson College Polling	30135	0
Re-Elect Judge Arlene Asencio Perkkio	25041	0
She the People	10985	0
California Clean Air Day	17910	0
FicFun	14306	0
Spotify	84441	0
WorkingNation	26749	0
Players Coalition	16363	0
Convicts	4770	0
Democratic Attorneys General Association	8073	0
YMCA of Greater Charlotte	4627	0
Parks Project	19284	0
Colin Isaacs	10431	0
Tidelands Health	20460	0
Ho'ola Na Pua	11684	0
Go Coast Guard	14841	0
NYC Commission On Human Rights	78117	0
Underlined	7884	0
Georgia Shift	68172	0
Ivory Ella	35712	0
China US Focus	13937	0
Norfolk Sheriff's Office	2231	0
Ryan Arcia	4988	0
Thorn	4962	0
Meraki Journey	74761	0
NowThis Morning	13032	0
Sashka Co.	142153	0
StelloGirls	4736	0
Yale Environment 360	9629	0
Pincause	24880	0
A Step Ahead Chattanooga	22701	0
BESE	13097	0
Trinity University	16191	0
Trump is Punk Rock	3632	0
March For Our Lives	10351	0
Missouri Democratic Party Progressive Caucus	4766	0
One Pennsylvania	19620	0
Tony Navarrete	3050	0
Point Source Youth	5517	0
StickUp	3051	0
Free Bella Swim	3078	0
Dan McCready for Congress	16116	0
Anthony Triplin for Board of Education	2245	0
Esmee Rubio Makeup Artistry	3158	0
Congresswoman Julia Brownley	6392	0
Rev. Dr. Chuck Currie	2855	0
Kingdom Rally	1006	0
Robin Ficker Law Offices	10525	0
Sand Cloud	4174	0
Minnesota Can't Wait	2467	0
Scott Taylor	20086	0
The Years Project	2937	0
Roar हिन्दी	2561	0
Prompt News	6465	0
Kyle Brown	8308	0
Everyone Matters	1992	0
Texas Students United	1982	0
South Florida Education Center	767	0
Charters for Change	8260	0
Dale Lane for Sheriff	2623	0
AJR	4151	0
Zak Ringelstein	5512	0
Gumtree punjab	690	0
Rhode Island Department of State	18129	0
Rebecca Saldaña	3300	0
What's Up Media Network	1477	0
Isaac Bryan	1733	0
PopBuzz	595	0
Mayor Bowser	7747	0
Circa Pop Live	8577	0
