Healthy Hospital, Healthy Community.	76081	0
Civiqs	115985	0
Tom James for WY Senate District 13	9999	499
Backcountry Hunters & Anglers	11968	0
Greene 4 Mayor	15956	0
Alex4Wyoming	9998	198
NRDC	5015	0
Representative Jared Olsen	5998	198
Mayor Andi Summerville Laramie City Council	5998	0
Wyoming Migration Initiative	4999	99
Teton County Democrats	4999	99
Jacob Martin  City Council Candidate Sheridan	4999	99
Brandan Stewart for Niobrara County school board	4999	99
Barbuto for Commission	4999	99
The Wilderness Society	3930	0
PragerU	756	0
Americans for Farmers & Families	649	0
Donald J. Trump	2400	0
Heidi Heitkamp	506	0
The Arena	235	0
National Republican Congressional Committee	560	0
Tom Steyer	144	0
Beto O'Rourke	148	0
Senate Majority PAC	134	0
Jay Trumbull	131	0
Military Network	117	0
4ocean	124	0
PolicyEd	259	0
Proud Right Winger	257	0
Judicial Watch	203	0
United States Constitution	202	0
CNSNews.com	170	0
American Financial Advisory For A Better Future	158	0
The Nib	152	0
The Commonwealth Fund	149	0
Kialo	149	0
Jason for South Dakota	147	0
Lesley for CU Regent	54	0
Access Fund	125	0
UnitedVoice.com	44	0
Survival Life	43	0
The Leadership Conference on Civil and Human Rights	102	0
John Cox for Governor 2018	37	0
Jon Tester	53	0
Keith Faber	31	0
Concealed Online	105	0
Climate Facts	29	0
Kamala Harris	1477	0
ACLU	78	0
National Domestic Workers Alliance	71	0
I Love You, America	71	0
Claire McCaskill	70	0
Progressive Turnout Project	67	0
Kirsten Gillibrand	61	0
John Esp for Senate	59	0
Elizabeth Warren	30	0
National Democratic Training Committee	25	0
The News and Why It Matters	24	0
MoveOn	24	0
Left AF	22	0
Dissent Pins	52	0
Democratic Legislative Campaign Committee - DLCC	46	0
Senator Jerry Sonnenberg	39	0
MJ for Texas	38	0
Making Caring Common	36	0
Roger Barris for Congress	34	0
Let Africa Live	29	0
Electric Nation: Powered By Wind	28	0
Jen Kinney	24	0
Jeff Merkley	11	0
Stand Up America	27	0
Andrew Gillum	24	0
Conservative Tribune	21	0
Elect 435	19	0
FloridaStrong	18	0
Shareblue Media	17	0
HomeGrown Tees	16	0
Greenpeace USA	16	0
Denormalizers	16	0
Military Officers Association of America (MOAA)	14	0
Eric Eliason for Congress	14	0
Republican State Leadership Committee	13	0
National Network of Abortion Funds	56	0
CARE	18	0
Trump Is Wack	12	0
Planned Parenthood Action	12	0
Your Trump Shop	11	0
Truthout	11	0
Beth Liston for Ohio	11	0
America Fighting Back PAC	11	0
Human Rights Campaign	10	0
The Ben Shapiro Show	8	0
Scott Walker	4	0
Ken Buck	4	0
Planned Parenthood	27	0
NRDC Action Fund	17	0
Kyrsten Sinema	10	0
USA for UNHCR	7	0
Oceana	7	0
45th President Donald J. Trump	7	0
T.J. Shope	6	0
Rhonda Cole Schandevel	6	0
Everytown for Gun Safety	6	0
Samuel Chu	4	0
Chesapeake Bay Foundation	4	0
Texans for Natural Gas	3	0
Marggie Castellano for State Senate 36th District	3	0
FreedomWorks	3	0
Anthony Bonna	3	0
Paul Johnson for Wyoming House	1998	198
TheJobNetwork	999	99
Steve Rozier for Campbell County Coroner	999	99
Mike Yin for WY House - HD16	999	0
Luther for County Commissioner	999	0
Forward Wyoming	999	99
Co-ops Vote	999	0
Support The 2nd Amendment	647	0
Power In Cooperation	556	0
Planned Parenthood Advocates of Michigan	500	0
Giving Brush	400	0
Indivisible Guide	111	0
Klean Kanteen	56	0
Mercy Corps	42	0
Winning For Women	19	0
Blue Wave	15	0
Heifer International	12	0
Swing Left	11	0
Resist Trump's agenda	11	0
Ocean Helper	9	0
Tina Smith	7	0
ThoughtFull	7	0
Lebowski Lovers	7	0
The Xian AnCap	6	0
National Farmers Union	5	0
American Jewish World Service - AJWS	5	0
DeSmogBlog	4	0
We Are The Mighty	3	0
UNRWA USA	3	0
Trumpified News - Blue pilled to Red pilled	3	0
The Levitical Society	3	0
Energy Citizens	3	0
Armed American Supply	3	0
No Labels Action	2	0
Newseum	2	0
FTC PAC	2	0
Andy Kim for Congress	2	0
Shaun King	1	0
Gideon Oakes for District 30 Senator	1	0
Facing History and Ourselves	1	0
