Kim Reynolds	74370	0
YES on 6: Clean Energy for NV	72512	0
No Prop 8 - Stop the Dangerous Dialysis Prop	69560	0
Brian Kemp	66061	0
MI Senate Republican Campaign Committee	60909	0
John Faso is not for us	45253	0
Dante Acosta	46438	0
Cheddar	41284	0
No Cuts to Care: No on Measure 106	40767	0
Patrick Morrisey	28877	0
YES on 127: Clean Energy for a Healthy Arizona	28344	0
Arkansans for Jobs and Justice	25253	0
Bera for Congress	24006	0
Dissent Pins	23984	0
Shamelessly Corrupt Menendez	23967	0
I Love You, America	26279	0
John Cox for Governor 2018	20526	0
Americans for Prosperity - Colorado	19923	0
California 2020	16963	0
Wisconsin Right to Life	15809	0
We Built This	15677	0
UltimateStraw	15539	0
Will Hurd	14372	0
The Holy Tribune	13834	0
Bill Nelson	13434	0
Dave Yost	13247	0
Marili Cancio For State Senate	13024	0
Penzeys Spices	12699	0
Richard Cordray	12584	0
Harley Rouda	12492	0
Denham Says, Denham Does	12198	0
Judge Jeremy Mattox	11178	0
Future Now USA	27778	0
Elevate MN	11093	0
Defend Oregon	13204	0
Marsy's Law for Pennsylvania	9633	0
Rob Davidson for Congress	9260	0
No On 185	8995	0
Comedy Central	8102	0
Unite Alaska	8010	0
Stacey Abrams	7782	0
Al Muratsuchi for Assembly	7724	0
Miami Freedom Park PC	6658	0
Conservative Gear	6638	0
State of Safety	15831	0
Finance Watchdogs	14170	0
Geoff Duncan	13165	0
Mike Bost	12659	0
Americas Society/Council of the Americas	5043	0
WorkingNation	6296	0
Women For Civility	11200	0
Dan Feehan for Congress	11165	0
Kirsten Gillibrand	10977	0
David Garcia	10320	0
Solar Energy Today	9738	0
KNX 1070 NEWSRADIO	9713	0
Tim Walberg	9646	0
Priorities USA Action	9596	0
Molly Kelly	9335	0
Maryland Accountability Project	9177	0
Cort VanOstran for Congress	8661	0
Progress NC Votes	8580	0
Mindvalley	8550	0
POW Action Fund	8379	0
Bird + Stone	8339	0
4ocean	8316	0
You Should Know Arizona	8289	0
Women United Now	8249	0
Nine Line Apparel	3253	0
Ducey for Governor	7924	0
GUNVOTE	7913	0
Ned Lamont	7898	0
Christina Sappey for State Representative PA 158th	7857	0
Left AF	7678	0
Steve Ferrara	7388	0
Mamás Con Poder	7377	0
Steve Vaus for Poway Mayor	7352	0
Ken Harbaugh for OH-7	7247	0
Selma Pierce	7227	0
Peter Roskam	7122	0
State Representative Manny Diaz Jr	7120	0
Paul Graves	7118	0
Andy Hanford For Superior Court Judge	7018	0
Caroline Self	2790	0
Environmental Voter Project	6904	0
Yes on Measures I and J	6791	0
America with Eric Bolling	2709	0
Ken Simpler for Delaware	6747	0
Rodney Davis	6535	0
Tim Walz for Governor	6531	0
Eric Gjerde for Iowa	6409	0
NAACP Legal Defense Fund	2541	0
FloridaStrong	6318	0
Skippack Township Supervisor Nick Fountain	6317	0
Jason C. Stephens, Lawrence County Auditor	6244	0
Allan Kittleman	6241	0
MomsRising.org	2494	0
No on IM-25	6184	0
Californians for Cost Containment	6158	0
International Rescue Committee	2453	0
Fed of American Hospitals	6060	0
Jared Golden for Congress	2423	0
Republican State Leadership Committee	6057	0
Everytown for Lucy McBath	5945	0
People United for Privacy	2368	0
Keep Judge Dan Zalla	5913	0
David Nelson for Idaho	2358	0
AARP Maine	2314	0
Dan Patrick	5755	0
Building a Stronger Nevada	5541	0
Washington Election Update	5387	0
SEIU Healthcare Illinois & Indiana	2136	0
Dallas Votes 4 Kids	5328	0
Human Rights Campaign	5308	0
Marsy's Law for Wisconsin	5272	0
Jim McGovern	2094	0
Charlie Bailey	5133	0
Andy Kim for Congress	2035	0
Brian 'BAM' McClendon	5078	0
Geoffrey Cauble For GA	5071	0
Tom Wolf	5007	0
Daniel Manuel for House District 25	4990	0
Jake Highfill	4968	0
Yes On 418	4949	0
Re-Elect Mike Hale	4943	0
Everybody Is For Amendment 2	4896	0
Sheldon Whitehouse	4887	0
Paul Davis	4865	0
Support Our Schools	1944	0
DefendArizona	4837	0
Linda Koop	4809	0
Ryan Nawrocki for Baltimore County Council	4733	0
Scholten4Iowa	4717	0
The Nib	4713	0
Fight for $15	4710	0
Restore Our Values	4701	0
Save Your Home Now	4680	0
Vote For Abilene Kids	4670	0
Dr. Yxstian Gutierrez - Mayor of Moreno Valley	4659	0
Sleeping Joe	1855	0
US~Observer	4594	0
Steve Chabot	4591	0
Andy Biggs	1831	0
Elissa Slotkin for Congress	4574	0
Andrew Janz	4573	0
Pennsylvania Leadership Committee	4481	0
Yes on P - Fresno for Parks	4478	0
NO on 105	4451	0
World Animal Protection USA	4435	0
Paul Evans	1746	0
Full Voter Participation Act	4348	0
Jay Gonzalez	1740	0
Joe Gruters	4290	0
Upworthy	1711	0
Col Rob Maness ret	1697	0
Arizona Senate Victory PAC	4189	0
Oakland County Board of Commissioners	4141	0
Iowa Senate Majority	4137	0
American Bird Conservancy	4100	0
Fred Upton	1611	0
Zimbio	1589	0
World Mercury Project	1579	0
Yes on IM-25	3880	0
NO on 3	3818	0
For Kids & Country	3774	0
Dee Thornton for Congress	3761	0
Mark Tippetts for Texas Governor	3747	0
Dennis4WI	1500	0
Michelle Ostrelich for State Senate	1481	0
Donahue for State House District 68	3655	0
SoCal Priorities	3642	0
Steve Snell for PA House - 94th	3632	0
Karl Anderson for Rutland County Probate Judge	1451	0
Center for Arizona Policy Action	3611	0
Anna Caballero for Senate	3611	0
Yes for MPLS Kids	1436	0
The Atlas Society	3574	0
Motor Voter California	3569	0
Young Kim	3525	0
Oregon AFL-CIO	3515	0
Gina Ortiz Jones for Congress	1399	0
Yes On 10	1391	0
Michael for Missouri	3444	0
Fight Back	3399	0
Modern Hero	3391	0
Gibbs For Judge	3388	0
Ohio Value Voters, Inc.	3352	0
Alan Youngblood for Seminole County School Board - District 1	3310	0
CNSNews.com	3298	0
Mike Coffman	3291	0
Alex Bergstein for CT State Senate	3284	0
Dittrich for 38th Assembly District	1300	0
Curreri and Zatkowsky for Freeholder	1273	0
Healthy Montana Campaign	1269	0
Vote Crier For Marion County	1262	0
Sean Bowie	1254	0
Kalispel Tribe of Indians	3125	0
Billy Carr for NYS Assembly	1237	0
Right Now USA Superpac	3085	0
Alamedans in Charge for a Fair and Affordable City	1234	0
Driving Arkansas Forward	1232	0
State Representative Avery Bourne	3064	0
Huffman for Clerk of Court	1225	0
Spectrum News NY1	3036	0
Hatfield For Commissioner	3032	0
Marc Solomon for School Board	3021	0
Eric Roe for PA State Representative	1200	0
State Representative Ryan Williams	1191	0
Larry Hogan	1183	0
