North Dakotans for Citizen Voting	286940	12440
Heidi Heitkamp	155950	0
Concealed Online	110103	0
Emineth for North Dakota	50998	598
Ruth Buffalo for North Dakota	49999	499
National Association for Gun Rights	49999	0
BJ Maxson for Sheriff	43361	0
Brian Kroshus for North Dakota	20996	396
Ryan Rauschenberger-Tax Commissioner	9999	499
Jamestown Dem-NPL Campaign Office	9999	499
Vawnita Hovet Best - McKenzie County Commissioner	14997	297
Thompson for Attorney General	13994	594
Perry Miller for ND Senate	11996	396
Reform Fargo	10997	297
North Dakotans Against Measure 3	9998	198
North Dakota Republican Party	9998	198
ND xPlains	9998	198
Collin Peterson	4871	0
Dave Hughes	8603	0
American AF	3600	0
Joe Elsberry for ND House	7996	396
Secure Energy Future	5998	198
Phyllis Johnson for ND Senate	4999	99
North Dakota Medical Card by Kayf, Inc.	4999	99
MomsRising.org	4999	0
Gary Schwartzenberger	4999	99
District 1 Democratic-NPL - Williston	4999	99
Levi's	1094	0
Donald J. Trump	4622	0
Sand Cloud	827	0
Goods Unite Us	356	0
People United for Privacy	222	0
Mike Coffman	207	0
Conservative Gear	290	0
Libertarianism.org	68	0
Civiqs	244	0
National Republican Congressional Committee	216	0
SEIU MN State Council	162	0
Planned Parenthood	73	0
Heifer International	245	0
Democratic Senatorial Campaign Committee (DSCC)	99	0
Tom Steyer	42	0
Penzeys Spices	84	0
Women United Now	78	0
Corazon Coqui	76	0
Beto O'Rourke	65	0
World Animal Protection USA	63	0
Kirsten Gillibrand	59	0
Swing Left	38	0
Brian 'BAM' McClendon	42	0
The Nib	17	0
MJ for Texas	36	0
Judi Reiss Prothonotary	33	0
Shawn Kumagai for Dublin City Council	15	0
Kyrsten Sinema	84	0
The Ben Shapiro Show	35	0
Santa Rosa Housing Now	30	0
Nine Line Apparel	30	0
NRA - National Rifle Association of America	29	0
Carl Carter for Alabama Senate 11	29	0
Angie Craig	13	0
CARE	27	0
Right Now USA Superpac	26	0
Caroline Self	9	0
Divided We Stand	22	0
Dean Phillips for Congress	21	0
Center for Immigration Studies	21	0
The Atlas Society	20	0
PrintedKicks	20	0
Elizabeth Warren	19	0
EMILY's List	35	0
Greenpeace USA	21	0
MoveOn	17	0
UnitedVoice.com	16	0
Definition.org	16	0
Everytown for Gun Safety	14	0
Conservative Tribune	14	0
Independent Women's Voice	13	0
Imprimis, a Publication of Hillsdale College	13	0
CRTV Tonight with Gavin McInnes	13	0
CREDO Mobile	13	0
Jerry Alexander	6	0
Partnership for Oregon Communities	12	0
Frank LaRose	12	0
The Donald Stuff	11	0
Human Rights Campaign	11	0
Save the Children Action Network	9	0
VoteTogether	8	0
Bill Nelson	122	0
Keith Ellison for Attorney General	11	0
Planned Parenthood Action	9	0
Giving Brush	9	0
Indivisible Guide	8	0
Mat Erpelding for Idaho	6	0
Citizens for Secure Borders	6	0
Tina Davis for State Senate	5	0
Mi Familia Vota	5	0
Priorities USA Action	25978	0
Democratic Party	3735	0
Schultz for State's Attorney	1998	198
Tim Hoye for District 45 Representative	999	0
Tactical Pro Supply	999	0
Repubtards	999	0
ND District 1 GOP	999	99
LDS Dems	999	0
Haley Wamstad for State's Attorney	999	99
Democratic Coalition Against Trump	999	0
Brandon Medenwald	999	0
Alliance for a Better Minnesota	999	0
Askov Finlayson	284	0
Chris Pappas for Congress	256	0
Exclusive Apparel	60	0
Power In Cooperation	49	0
Joe Kennedy III	21	0
Coverage of the Trump Presidency by The Epoch Times	20	0
Pfizer	18	0
LGBTQ Victory Fund	16	0
Texans for Natural Gas	15	0
Shield Republic	11	0
Science for Humans and Freedom Institute	11	0
Human Coalition	10	0
ThoughtFull	9	0
Chris Murphy	9	0
Tina Smith	8	0
dittymoji	7	0
Blue Wave	7	0
Armed American Supply	7	0
National Network of Abortion Funds	6	0
The People For Bernie Sanders	5	0
Ocean Conservancy	5	0
Mitch McConnell	5	0
Jena Griswold for Colorado	5	0
Guardian Labs	5	0
Flip It Blue	5	0
Citizens Congress Inc.	5	0
Politicon	4	0
Military Spouse	4	0
Mercy Corps	4	0
Block Bronx Bolshevik	4	0
Kate Brophy McGee - State Senate	3	0
Dave Yost	3	0
Unspeakable Crimes	2	0
The Devil We Know	2	0
Steve O'Dorisio, Adams County Commissioner	2	0
Re-Elect Senator Sean Bowie	2	0
Joan Greene for Congress	2	0
Jill Norgaard for AZ House	2	0
DuPage Policy Journal	2	0
Mayor Matt Hall	1	0
Buffy Wicks	1	0
