Stand for Alaska	314979	809870	1876	9732
Stand For Salmon	235000	709989	2043	8523
Dunleavy for Alaska	159000	479988	2900	10388
Mark Begich	152997	434977	1788	7996
Planned Parenthood Votes Northwest and Hawaii	138000	475945	1372	8498
Mike Dunleavy for Governor	78000	224993	197	1557
Don Young	53000	239986	1700	4886
Alaska Republican Party	39000	105984	0	1584
Josh Revak for House	33000	154973	225	3004
Lyn Franks For State House	29000	109980	93	2596
Bart LeBon for State House	27000	105989	200	1889
Suzanne Downing	21000	89992	100	1192
Interior Voters	20000	69997	300	1497
Scott Kawasaki for Alaska	19992	70981	239	1485
AARP Alaska	15000	59998	200	998
Cook Inletkeeper	11975	29931	46	627
Alyse Galvin for Congress	10978	25886	171	810
Council on Domestic Violence & Sexual Assault - Alaska	10000	49999	0	99
The Accountability Project	10000	19998	150	798
Alexander For Alaska	9000	29995	0	495
Liz Snyder for State House	6000	15997	0	297
Vote Yes for Judge Corey	6000	14998	100	598
Lance Pruitt for State House	6000	14998	0	198
Andy Josephson for Alaska State House	6000	14998	0	198
Nankervis for House	5966	19907	54	791
Write-In Jake Sloan	5000	9999	100	499
Calista Corporation	4995	9988	0	98
Sara Hannan for Alaska House	4986	11969	0	296
Jesse Kiehl for Alaska Senate	4000	20995	0	495
Jason Grenn for State House	3000	14997	0	297
AK Headlamp	3000	14997	0	297
William Weatherby	2993	17960	0	592
Alaska district 31 alert	2000	13994	0	594
Fairbanks versus Pete Kelly	2000	11996	0	396
Vote for Kids	2000	9998	0	198
Re-Elect Adam Wool	2000	9998	0	198
Andi Story for House	1999	10993	28	416
Defenders of Wildlife	1000	16987	15	1147
Senator Peter Micciche	1000	6997	0	297
Trout Unlimited Alaska	1000	5998	0	198
Marilyn Stewart for Alaska State House	1000	5998	0	198
Grier for State House	1000	5998	0	198
Van Lawrence for State House	1000	4999	0	99
Trevor Shaw for State House	1000	4999	0	99
The Alaska Support Industry Alliance	1000	4999	0	99
Patagonia	1000	4999	12	94
Jim Crawford for Alaska State Senate	1000	4999	0	99
Ivy for Alaska	1000	4999	0	99
First Bank	1000	4999	0	99
Don Etheridge for Senate	1000	4999	0	99
Bryce Edgmon for State House	1000	4999	0	99
Alaskans Together For Equality	1000	4999	0	99
Alaska Survey Research	1000	4999	0	99
Dennis For Alaska State House	965	6780	0	185
Cheddar	666	1664	6	16
Swing Left	374	870	9	40
Know Colorado	251	628	5	19
Donald J. Trump	231	2630	3	110
Lindy Miller for Georgia	200	399	3	12
Heidi Heitkamp	116	578	3	24
Penzeys Spices	109	296	2	10
Americans United for Values	90	226	1	9
Mic	81	162	0	0
Richard Ojeda	72	296	0	7
Independent Women's Voice	42	212	0	3
End Citizens United	36	82	1	5
Amnesty International USA	36	72	1	3
Jane Velez-Mitchell	29	147	0	1
Gary Siegwarth for IA Governor	29	144	0	0
Association of American Railroads	23	117	0	3
John Catsimatidis	23	45	0	0
Howstuffworks	22	111	0	0
SDSU WEST	20	41	0	0
Mi Familia Vota	19	97	0	0
Time To Vote On Climate	19	44	0	0
Colorado Resistance	18	90	0	2
Pantsuit Nation	18	89	0	2
Progressive Turnout Project	18	88	0	2
David Walker for House of Delegates, 33rd District	17	84	0	0
Rick Green	16	79	0	2
Financial Security Today	13	64	0	4
Tony Evers	12	58	0	1
MJ for Texas	12	56	0	2
MoveOn	12	43	0	2
Care2	11	62	0	2
CARE	11	58	0	4
Greenpeace USA	11	57	0	4
Alliance Defending Freedom	11	53	0	1
Elaine Luria for Congress	10	52	0	0
Fund This	10	51	0	0
Zack Stephenson For MN House	9	45	0	0
Lebowski Lovers	9	45	0	2
Catalyst Voices	9	43	0	0
Civic Shout	9	42	0	2
Sector 7G	9	19	0	0
Illinois Family Institute	9	17	0	0
ACLU	8	47	0	2
Stop Kids Going to War	8	40	0	0
Alexandria Ocasio-Cortez	7	35	0	1
Florida Sheriffs Association	7	34	0	0
