Judge Michael E. Vigil	549998	9998
Representative Stephanie Garcia Richard	511995	5795
Susana Martinez	249997	2497
Mick Rich	420988	14788
Our Western Values	155996	1696
Save the Children Action Network	150997	0
Protect Freedom PAC	199996	0
Solar Energy Today	99992	0
Day Hochman-Vigil for NM House District 15	114996	796
Wayne Johnson For State Auditor	49999	499
W.K. Kellogg Foundation	49999	0
Ride the Blue Bus	49999	499
Daniel Gallegos for NM Court of Appeals Judge	49999	499
Living Free	49973	0
Our Flag Our Country	49970	0
Heritage Action for America	49852	0
NRCC IE	25976	0
Judge Emil Kiehne for New Mexico Court of Appeals	58135	0
CVNM Verde Voters Fund	29994	594
The Holy Tribune	9999	0
Military Network	10992	0
Martin Heinrich	21994	0
Mark McDonald for NM State Representative	19996	396
Representative Rebecca Dow	19976	0
New Mexico Oil & Gas	17994	594
MTC Changes Lives	9998	0
Democratic Party of New Mexico	9994	594
Voters Decide	8993	0
Republican Party of SJCNM	7996	396
Home Improvement Deals	5998	0
Democratic Party of Los Alamos County	5998	198
Young Democrats of New Mexico	4999	99
Planned Parenthood Votes New Mexico	4999	499
New Energy Economy	4999	99
Melanie Stansbury for NM	4999	99
Diné Equality	4999	99
Ben R. Luján	4999	0
Backcountry Hunters & Anglers	4999	0
Donald J. Trump	9964	0
Indivisible Guide	1636	0
Progressive Turnout Project	967	0
Concealed Online	1460	0
Heidi Heitkamp	648	0
I Love My Freedom	438	0
Angie Craig	429	0
Democrats	396	0
Beto O'Rourke	162	0
Tony Evers	378	0
Goods Unite Us	302	0
Arizona Democratic Legislative Campaign Committee	112	0
Color Of Change	93	0
MJ for Texas	90	0
Human Rights Campaign	207	0
Convention of States	209	0
Penzeys Spices	195	0
The Andrew Klavan Show	78	0
Kirsten Gillibrand	117	0
Local Majority	150	0
The Atlas Society	55	0
AARP Advocates	49	0
Patriot Depot	119	0
VoteTogether	1045	0
United States Constitution	47	0
Sand Cloud	79	0
Finance Watchdogs	95	0
Proud Right Winger	53	0
Dr. Donna Campbell	78	0
Greenpeace USA	172	0
Kate Brophy McGee - State Senate	27	0
CARE	307	0
Tammy Baldwin	94	0
Making Every Vote Count	61	0
National Republican Congressional Committee	448	0
Marsha Holland	98	0
Politicon	88	0
Texas Climate News	39	0
Voz Boricua	15	0
Planned Parenthood	184	0
Mac Schneider	37	0
Energy Citizens	34	0
Swing Left	95	0
USA for UNHCR	38	0
Sudan Relief Fund	31	0
Bill Nelson	596	0
Rob Davidson for Congress	26	0
PrintedKicks	25	0
Environmental Defense Fund	31	0
James Ramos for Assembly	19	0
Dr. Yxstian Gutierrez - Mayor of Moreno Valley	7	0
The Right Way	15	0
New Yorkers Together	11	0
Diane Mitsch Bush for Colorado CD3	9	0
Protect CA Health Care	6	0
E. Michael Isaak for Judge	6	0
Ben McAdams	6	0
Mary Jane Caylor for City Council	5	0
Frank LaRose	5	0
Exclusive Apparel	5	0
David Chiu	5	0
Laura Kelly	4	0
Bob Weiner	4	0
Zahra Karinshak	3	0
Dave Yost	2	0
Democratic Party	11880	0
Power In Cooperation	4329	0
New Mexico Democrats for Democracy	2997	297
Lisafor43	2997	297
Committee to Elect Elizabeth Allen for Municipal Judge	2997	297
Benton Howell	2997	297
Vote Christopher P Schoonover County Assessor	1998	198
Kyrsten Sinema	1052	0
Two Broads Talking Politics Podcast	999	0
Nuclear Hotseat	999	99
Mercy For Animals	999	0
MedicareSupplement.com	999	0
Linda Gallegos for Sandoval County Assessor	999	99
Get MAD with Mad Hildebrandt	999	99
MoveOn	387	0
Trump Store	333	0
Americans for Farmers & Families	333	0
Jonathan Nez for Navajo Nation President	281	0
Ocean Conservancy	196	0
Chris Pappas for Congress	142	0
Tom Steyer	104	0
Gavin Newsom	100	0
EMILY's List	64	0
Chris Murphy	62	0
National Network of Abortion Funds	50	0
Conservation International	43	0
LCV Victory Fund	42	0
Pfizer	41	0
Joe Kennedy III	25	0
Adam Schiff	25	0
Jake Brown for Mesa	23	0
Jordan for Governor	22	0
ThoughtFull	20	0
Shield Republic	20	0
CREDO Mobile	20	0
Askov Finlayson	20	0
Public Safety for a Safer Santa Clara supporting John Hirokawa for Sheriff	19	0
Shireen for Congress	17	0
Lupe Valdez	16	0
Working Families Party	15	0
Divided We Stand	15	0
Cooperative Action Network	15	0
Bird + Stone	13	0
Mercy Corps	12	0
Giving Brush	12	0
Facing History and Ourselves	12	0
Unite America	11	0
Planned Parenthood Action	11	0
United Way of Greater New Haven	10	0
Human Coalition	10	0
Fipple	10	0
Your Energy	9	0
Jewish Leadership Conference	9	0
Coverage of the Trump Presidency by The Epoch Times	9	0
Cort VanOstran for Congress	9	0
ClubResist	9	0
America's Future Foundation	9	0
POW Action Fund	8	0
Dean Phillips for Congress	7	0
Blue Wave	7	0
Say No to impeachment	6	0
Disrupt Aging	6	0
Conservative Tribune	6	0
Mickie's Miracles	4	0
Definition.org	4	0
MO Research	3	0
Capital Research Center	3	0
Bobby Kuppers for NC Senate	3	0
Science for Humans and Freedom Institute	2	0
Phil Bredesen	2	0
Janet Mills	2	0
American Jewish World Service - AJWS	2	0
Sandra Kennedy	1	0
