Edwards for New Hampshire	81908	307671	819	4659
Granite State Progress Education Fund	49000	193947	400	6847
Gray Chynoweth For NH	30000	149997	300	1497
AARP NH	20000	101996	200	1196
Annie Kuster	13985	49947	0	1582
Speak Up For Education and Kids	12000	37988	206	2649
No to Northern Pass	10000	49999	100	499
Dr. Tom Sherman	5054	12691	0	83
Shannon Chandley for State Senate	5000	12998	0	171
NextGen America	4999	56958	37	2438
Robert Foley for Senate	4495	22474	44	224
Families First New Hampshire	3972	19854	0	393
WorkingNation	1774	4436	8	44
Senator Dan Innis	1000	10993	0	693
Kelly Moss for Salem	1000	5998	0	198
Doug Thomas	1000	5998	0	198
Bill Bolton for Senate	1000	5998	0	161
State Senator Regina Birdsell	1000	4999	0	99
Americans for Prosperity New Hampshire	1000	4999	0	99
Democrats	828	4167	11	113
Indivisible Guide	733	1493	8	26
Donald J. Trump	554	3062	9	119
Progressive Turnout Project	401	801	6	15
NowThis Politics	370	1851	0	4
Mike Estes	365	729	7	36
Serve America	308	616	8	37
PragerU	242	483	0	3
Marty Grohman for Congress	185	370	1	2
Sierra Club	142	706	1	7
League of Conservation Voters	135	1404	0	80
Elizabeth Warren	128	641	1	14
New England, New Energy	126	762	0	37
Don Turner Jr. for VT Lieutenant Governor	108	540	0	8
Democratic Senatorial Campaign Committee (DSCC)	105	527	0	11
Mote for Judge	75	377	0	12
Tony Evers	72	363	2	17
Nine Line Apparel	72	206	0	2
I Love You, America	66	332	1	14
Senator Dean A. Tran	64	128	0	1
Peter G. Peterson Foundation	58	292	0	2
MoveOn	54	157	0	5
4ocean	49	246	0	2
American AF	46	232	0	2
Beto O'Rourke	44	222	1	12
LCV Victory Fund	39	87	0	2
Proud Right Winger	32	97	0	3
Energy Citizens	27	135	0	1
MJ for Texas	23	115	0	2
Maine Republican Party	22	114	0	4
Circa	22	45	0	0
Liuba Grechen Shirley-Congress	21	160	0	6
Heidi Heitkamp	21	42	0	2
Blue Wave	19	98	0	7
45th President Donald J. Trump	19	97	0	2
With Honor	19	37	0	0
The Devil We Know	17	82	0	0
Shield Republic	17	34	0	0
FloridaStrong	10	49	0	1
Giving Brush	9	47	0	1
45 Hats	8	41	0	1
Young America's Foundation	8	39	0	0
Stand Up America	7	176	0	16
Exclusive Apparel	7	152	0	11
Chris Murphy	7	74	0	3
Conservation International	7	41	0	2
Kirsten Gillibrand	7	35	0	1
Joe Donnelly	7	35	0	1
International Rescue Committee	6	37	0	0
Defenders of Wildlife	6	32	0	1
Tom Steyer	5	16011	0	1058
PrintedKicks	5	180	0	16
The Ben Shapiro Show	5	27	0	0
Proud American Hunter	5	25	0	0
Independent Voter	5	10	0	0
National Republican Congressional Committee	4	152	0	5
Omaze	4	21	0	0
Ignatian Solidarity Network	4	19	0	0
The Association of Zoos and Aquariums	4	18	0	0
Republican Governors Association (RGA)	4	9	0	0
End Citizens United	3	31	0	0
Torat Chayim	3	17	0	0
McShane LLC	3	17	0	0
2nd Amendment Rights	3	15	0	0
Turning Point USA	3	13	0	0
Cristina Garcia	2	10	0	0
VirtualJerusalem.com	2	9	0	0
New Direction PAC	2	7	0	0
VoteTogether	2	6	0	0
America First Policies	2	6	0	0
GOP	1	2641	0	259
Rep. Bruce Cutler, Utah State Legislator Murray/Midvale/Sandy	1	7	0	0
Manuel Bergmann	1	7	0	0
Cottie for State Assembly	1	4	0	0
Shareblue Media	1	3	0	0
Republicans Fighting Tariffs	1	3	0	0
Mikkelson for Mayor	1	3	0	0
Social Security Answered	0	8522	0	844
Tejasinha Sivalingam	0	4995	0	495
Tom Loughman for NH State Rep	0	3996	0	396
Jeff Merkley	0	2007	0	121
