Senator Chris McDaniel	4783530	0
Remember Mississippi	3901850	0
Mississippi Victory Fund	1708053	0
Jay for Mississippi	1457957	0
Roger Wicker	2017884	0
Mike Espy	1305970	0
Delbert Hosemann	949957	0
Mississippi Development Authority	620191	0
Mississippi Republican Party	450807	0
David Baria for Mississippi	913344	0
Michael Guest for Congress	656828	0
Attorney General Jim Hood	358935	0
Judge Mims for Circuit Court	506671	0
Civiqs	595395	0
Michael Ted Evans for Congress	534345	0
Lee Ann Turner	316991	0
The Nature Conservancy Sustainable Agriculture	578969	0
Mississippi Democratic Party	469381	0
Vote for Dan Jones	400909	0
Mississippi Secretary of State	199999	4999
Whit Hughes for Congress	385910	0
Bigger Pie Forum	246327	0
Lisa Ann Koon for Chancery Judge	261951	4851
Gerald “Jerry” Kucia for Judge	315991	0
Faith First                      Dan Q Carr, Jr	231973	0
Lucien Smith	124996	0
Monique Brown-Barrett for Chancery Judge	166969	3469
Joey Fillingane for Mississippi	109998	1098
Mel Coxwell for Chancery Court Judge Rankin County Place 2	194991	0
Councilman Weston Lindemann	182979	0
Re-elect Circuit Judge Lamar Pickard	213961	0
Judge Willie C. Allen for Lee County Judge, Post 1	234989	0
Fed of American Hospitals	210069	0
Sandy Steckler Re-Election Committee	164988	2388
Daniel Tucker for Chancery Judge District 1	149983	0
Carnelia Fondren For Chancery Court Judge	105965	0
Tom Steyer	141688	0
Elect Renee Berry as Chancery Judge	145990	990
Toni Walker Terrett for Circuit Court Judge	176992	0
Connect Americans Now	69778	0
MedicareSupplement.com	392740	0
Troy Odom for Chancery Judge	127983	0
Elect Katie Mills for Chancery Judge, Place 2	123734	0
Joseph Turney 4 Judge	92898	0
Rankin County for Chris McDaniel US Senate	149975	0
Reginald Harrion for Judge	125993	1893
Americans for Prosperity - Mississippi	69987	0
Sheila Smallwood for Chancery Court Judge	92958	0
YallPolitics	157489	0
Donald J. Trump	183235	0
Vaughn for Justice Court	99971	0
Paula Drungole-Ellis for Chancery Court Judge	109997	697
Morgan Dunn	109997	1097
Blake Ferretti For State Representative District 30	96990	990
Hayes Patrick, Representative for District 77	119994	594
Stephen Spencer for Lee County Court Judge - Post 2	91991	0
We're for LBHS	84994	1394
Committee to Elect Bailey for Circuit Judge	79995	1295
MTC Changes Lives	100997	0
Friends of Mike Dickinson	99998	598
Elect Debra Blackwell	85992	1192
Mayor George Flaggs Jr.	85438	0
Concealed Online	65914	0
Joel R. Carter, Jr.	44913	0
Andrew "Bubba" Labas, Alderman - Ward 1	61836	0
Co-ops Vote	42427	0
Tiffany Grove for Hinds County Chancery Court Judge #4	93949	0
National Republican Congressional Committee	48168	0
Margaret Alfonso for Chancery Court Judge	63993	0
