No On 185	699992	0
Stop I-186 To Protect Miners and Jobs	354987	0
Orvis	177991	0
Healthy Montana Campaign	181984	0
Concealed Online	87849	0
Self-Reliant Republic	60461	0
POW Action Fund	66994	0
Black Butte Copper	49999	0
National Association for Gun Rights	24996	0
Rex Renk for Clerk of the Supreme Court	15997	0
JayNelson ForSheriff-Coroner	9999	0
Brodehl For County Commissioner	17994	0
Northern Plains Resource Council	9998	0
Erin Cox for Gallatin County Auditor	9998	0
Yes for Open Space, Rivers and Farmland	4999	0
Living Independently for Today and Tomorrow (LIFTT)	4999	0
Leesha Ford for HD21	4999	0
Bryher Herak for HD 75	4999	0
4ocean	684	0
Democratic Senatorial Campaign Committee (DSCC)	550	0
Penzeys Spices	386	0
FrackFeed	155	0
Fuel Freedom Foundation	351	0
Kiss The Ground	245	0
The Devil We Know	244	0
Access Fund	85	0
Beto O'Rourke	144	0
Independent Voter	143	0
United States Constitution	51	0
Bill Nelson	49	0
Elizabeth Warren	43	0
Color Of Change	96	0
My Pay My Say	17	0
PrintedKicks	42	0
VoteTogether	16	0
Heifer International	273	0
The Andrew Klavan Show	22	0
National Women's Law Center	18	0
Indivisible Guide	48	0
Kirsten Gillibrand	15	0
Bird + Stone	10	0
California Nurses Association	5	0
Proud Right Winger	29	0
Energy Nation	20	0
Energy Citizens	9	0
The Ben Shapiro Show	8	0
Animal Matters	5	0
