Kate Brown	3177000	9343624	45800	234024
No on 103	1210000	2916953	17200	63953
Greg Walden	996037	3024773	14723	71559
Oregon Forests Forever	793669	2232413	12119	58170
No Cuts to Care: No on Measure 106	629601	1934757	13947	53947
Our Health Oregon	505000	1249979	10800	39679
NO on 105	460000	1338288	6171	17379
Vote Crier For Marion County	438000	1600748	2233	33346
Oregonians for Immigration Reform	407000	1169964	2500	10264
Julie Parrish for Oregon District 37	373000	1522950	5600	26050
Defend Oregon	348998	899985	2261	12266
Yes for Affordable Housing	338979	1667678	2588	31919
Jamie McLeod-Skinner for Oregon	337278	1125529	5645	21707
TriMet	283091	734696	2872	13079
Yes on Measure 106	230000	939950	1100	9350
Paul Evans	217000	658971	2300	9871
Oregon Alliance to Protect Hunting and Fishing	205000	410996	2000	10196
Janelle Bynum	204000	617973	0	0
Equal Protection Oregon	187079	805137	1851	9539
Coalition of Communities of Color	183000	442958	3229	14363
Human Rights Campaign	181465	698989	1064	6386
Yes on 104	171000	524990	2065	12815
One Oregon	163000	457985	1700	9185
Friends of Anna Williams	161995	515959	2099	9783
Oregonians for Affordable Drug Prices Now	153000	696910	1300	13250
Colm Willis	144910	519489	735	4799
Oregon AFL-CIO	143000	418979	700	3779
Michelle Blum Atkinson for Oregon State Representative	133996	578795	1078	10012
SEIU Local 503	123000	314993	1334	5746
Christine Drazan for State Representative	122000	313980	618	2392
Partnership for Oregon Communities	113303	526946	1322	8506
The Wilderness Society	109391	252848	1260	4462
NRDC	107593	223720	1128	3756
4ocean	100224	207037	1579	5569
Secretary of State Dennis Richardson	100000	199999	1000	4999
Bill Kennemer for Oregon	100000	199999	1000	4999
Americans for Prosperity	99746	199504	1772	5416
Solar Rebate	90000	340950	1429	7603
Tom Ellis - Happy Valley City Council President	88000	344975	1100	6875
Alex Poythress for Medford City Council	88000	249977	600	3661
Casey Kulla for Yamhill County Commissioner	87000	290974	700	5374
Warnock4Oregon	82000	363861	292	7332
Dave Brown for Columbia County Sheriff	78924	217453	780	3307
Bill Moseley Bend City Councilor	77000	320950	200	5750
ProtectRX	76000	282004	6293	23182
Tiffiny Mitchell For Oregon House District 32	75000	195990	1800	7990
Selma Pierce	72276	312169	615	6702
Keep Oregon's Promise	72000	317830	654	6695
Lori Chavez-DeRemer	70986	327919	1260	6773
Joe Buck for Metro	68000	240972	700	5572
State of Safety	67558	266717	1034	6268
ACLU	64231	176089	344	2073
Protect 30	60000	240991	703	3528
I Make America	55883	298378	866	5338
Representative Caddy McKeown	52998	223974	545	3834
Relevant Seminars	50000	100998	661	2204
Equity Forward	49812	99621	537	1735
Donald J. Trump	49397	231711	511	5871
Stan Pulliam for Mayor of Sandy	49000	176982	500	3782
Climate Litigation Watch	48262	96524	758	1608
Southern Oregon Priorities	48000	224992	200	1592
Charles Kochlacs for Judge	48000	219977	0	1089
Oregonians for Safe Gun Storage	46404	104278	807	4009
Children First for Oregon	46000	156981	500	3881
Place Matters Oregon	45000	210994	818	2904
Opt Out Today	44684	221486	356	3075
Loretta Smith	41355	199170	912	4421
Dave Stauffer for President	40000	199996	355	1995
Flip 4 Clackamas	40000	191984	200	2470
Teri Grier for Oregon	38993	196928	997	5819
Ted Wheeler	37000	361397	0	20943
Kevin Chambers	37000	200965	200	4265
Deb Patterson	37000	190957	0	4257
VOTE YES For Oregon City Schools - Measure 3-545	35000	145990	300	2190
Patagonia	33361	106796	323	1289
UpClose with Peter Sage, political insights and commentary	32985	140920	0	2948
People United for Privacy	31743	156517	351	4556
Looking Out For Lori	31000	160990	300	2190
Ben West	31000	154996	1200	2996
Kevin Cameron for Marion County	31000	124995	435	1773
Adam Schwend for Tillamook County Commissioner	29978	134895	187	1597
Katy for Coos	29897	120591	317	1598
Connect Americans Now	28686	87850	1011	4237
Oregon AFSCME	28654	135110	0	2380
Tree Top	28074	57908	74	432
Tobias Read	27000	158938	81	6155
Association for Accessible Medicines	26317	83632	366	1576
National Republican Congressional Committee	26126	66046	399	1783
Danny Jaffer for Oregon House District 23	26000	115995	200	1295
Josh Hill for Oregon	25987	121913	383	2500
Rep. Jeff Helfrich	25931	99267	259	3794
PragerU	25190	53468	169	624
Alexander For Oregon State Senate	25000	112983	647	3591
Tom Kress for Douglas County Commissioner	25000	79996	200	1196
No More Freeways PDX	24999	119963	0	3180
Chrissy for Oregon	24659	109315	690	1984
Jerred Taylor for State Representative	24000	79983	0	1677
Bill Post	23000	88990	100	1390
Environment Oregon	22628	100759	471	2204
The Law Office of Eduardo Z. Herrera LLC.	22311	98081	0	349
