PAC+	660000	1550993	5253	25899
Senator Chris McDaniel	449753	1184747	4311	20384
Remember Mississippi	130000	350994	1800	7594
Cindy Hyde-Smith	61000	266980	885	4494
Lisa Ann Koon for Chancery Judge	24000	89993	0	693
Improve Mississippi PAC	19995	69985	99	696
Roger Wicker	17000	79977	0	2346
Delbert Hosemann	16000	65996	100	796
Lee Ann Turner	10000	50998	0	198
Joseph Turney 4 Judge	10000	50998	100	598
Daniel Tucker for Chancery Judge District 1	10000	49999	0	99
Richard W. Ryals for Chancery Court Judge	9999	49995	99	498
Brad Tennison for Chancery Court Judge, District 1	9768	48837	97	487
Michael Ted Evans for Congress	6000	31992	0	792
Mike Espy	6000	14998	0	198
Keep Judge Joseph Sclafani	6000	14998	0	198
Jay for Mississippi	6000	14998	0	198
Carnelia Fondren For Chancery Court Judge	5000	24995	0	495
James Lyle for School Board District 8	3438	7220	0	134
Judge Willie C. Allen for Lee County Judge, Post 1	2000	9998	0	198
National Retail Federation	1300	2600	2	12
Elise Deano for Judge	1000	6997	0	297
Troy Odom for Chancery Judge	1000	5998	0	198
Matt Allen for Judge, Hinds County Circuit Court	1000	5998	0	198
Yemi "Larry" Kings for Hinds County Court Judge, Dist. 3	1000	4999	0	99
Vaughn for Justice Court	1000	4999	0	99
Sam Britton	1000	4999	0	99
Robert Compton for Circuit Judge	1000	4999	0	99
Harrison County Democrats	1000	4999	0	99
Committee to Elect Bailey for Circuit Judge	1000	4999	0	99
Bigger Pie Forum	1000	4999	0	99
Ashlee Cole Trehern for Judge	1000	4999	0	99
Tiffany Grove for Hinds County Chancery Court Judge #4	999	5994	0	197
Judge Jeff Weill	993	5888	0	249
Jackson County for Chris McDaniel	873	4367	0	86
Donald J. Trump	830	5499	13	215
Eric Garcetti	506	2529	14	89
AARP Livable Communities	343	1717	0	34
CREDO Mobile	311	1553	1	52
VoteTogether	169	986	0	19
Welcome.	160	319	3	7
PragerU	120	599	0	3
ACLU	114	233	1	4
Scamazon	83	166	0	2
Conservative Gear	78	156	0	1
Democrats	70	321	0	8
DownsizeDC.org	61	122	0	1
Proud Right Winger	57	331	0	11
We The People Holsters	49	99	0	0
Abortion On Our Own Terms	46	91	0	4
Louder with Crowder	35	78	0	1
4ocean	34	169	0	1
Liuba Grechen Shirley-Congress	34	136	0	5
GOP Gifts	34	69	0	1
Concealed Online	33	198	0	4
American AF	26	53	0	0
The People's Trumpet	25	49	0	1
NAACP Legal Defense Fund	24	121	0	4
Elizabeth Warren	23	141	0	3
Kayla for Iowa	22	110	0	3
Progress NC Votes	22	53	0	0
Independent Voter	22	44	0	0
Blue Wave	20	650	0	46
Brian Glorioso for State Representative District 90	19	39	0	1
RedBlue Tracker	17	86	0	1
Rock the 36	17	85	0	2
Republican Governors Association (RGA)	17	79	0	1
45 Hats	16	89	0	2
Fipple	16	80	0	2
I'll go ahead and keep my guns, Thanks	16	78	0	2
PrintedKicks	15	240	0	22
Speech Moves	15	74	0	3
CarsonWatch	14	69	0	1
Jeff Merkley	13	174	0	10
MoveOn	12	124	0	4
Bird + Stone	12	25	0	0
Co-ops Vote	11	2053	0	134
March of Dimes	11	233	0	9
United Poultry Concerns	11	54	0	1
Expectant Mother Care-EMC FrontLine Pregnancy Centers	11	53	0	1
Carl DeMaio	9	43	0	0
45th President Donald J. Trump	8	56	0	1
MJ for Texas	8	17	0	0
Greenpeace USA	7	39	0	2
Beto O'Rourke	7	24	0	1
Human Coalition	6	31	0	0
Cynthia Tiddly	6	30	0	0
Stand Up America	6	28	0	2
Ocean Helper	5	25	0	1
National Republican Congressional Committee	4	1719	0	65
Swing Left	4	1378	0	53
USA for UNHCR	4	19	0	0
Sand Cloud	4	19	0	0
ONE	4	18	0	0
Deanna Frazier for State Representative	4	18	0	0
Conservation International	4	18	0	0
Adrian Plank for the 47th	4	8	0	0
Strong Women Society	3	25	0	1
Kenny Marchant	3	16	0	0
The Nature Conservancy	3	15	0	0
