Yoder Wrong for Kansas	119195	302312	2406	9703
Our Flag Our Country	109277	248537	3174	8998
Kevin Yoder	102000	209997	1000	5197
Derek Schmidt	101000	205997	1000	5197
Everytown for Gun Safety	56000	245943	1042	8823
Living Free	49847	224520	975	6495
Animal Justice League of America, AJLA	34673	69346	173	346
Congressional Leadership Fund	24911	118535	1127	6468
Brian 'BAM' McClendon	21000	106995	1004	4088
Douglas County Democratic Party (Kansas)	20000	101996	200	1196
Jake LaTurner	17000	69996	100	796
Laura Kelly	11000	55797	78	1261
Sarah Swain for Attorney General	11000	54998	100	598
Representative Tim Hodge	10000	49999	100	499
Kansas Electric Cooperatives, Inc.	10000	49999	0	99
NARAL Pro-Choice America	9992	49961	148	1296
Self-Reliant Republic	9970	49849	182	1121
Military Network	9918	20827	404	969
Concealed Online	7155	27697	78	651
J.R. Claeys	7000	25991	0	891
Pam Finley for Kansas House 43	7000	19997	0	297
Deann Mitchell for Kansas	5000	11997	0	297
Per Aspera Policy	5000	9999	100	499
Communities Creating Opportunity (CCO)	3426	17132	0	33
Ron Roller for Dickinson County Commission District #1	3000	21990	0	990
Becky Fast Johnson County Commission	3000	18993	225	1576
Solar Rebate	3000	15996	41	573
Serena Schermoly for Mayor	3000	14997	0	297
NRCC IE	2996	14976	46	289
I Love You, America	2280	5700	27	152
Alliance for a Healthy Kansas	2000	11996	0	396
Home Professionals	2000	10997	20	354
Lacey Cruse	2000	9998	0	198
Independent Voter	1004	5021	7	61
Rodger Woods for Judge	1000	4999	0	99
Renee Duxler	1000	4999	0	99
Pines International	1000	4999	0	99
Ken Collins for Second District Kansas State Representative	1000	4999	0	99
Kansans for Life	1000	4999	0	99
John W. Carlin	1000	4999	0	99
Vote Jack Bower Atchison County Commissioner	936	7675	0	292
Joy for Kansas	845	4225	0	83
Kansas Leadership Center	827	4133	0	81
Donald J. Trump	778	18257	10	862
National Republican Congressional Committee	574	1528	9	45
ReBuild USA	426	853	21	48
Sand Cloud	419	880	2	11
Douglas Pewitt for Associate District Judge - Ottawa County	385	771	0	9
League of Women Voters of the U.S.	218	1136	10	22
Mitch Weber for Missouri	206	1479	1	25
Dallas Safari Club	145	727	0	6
Democratic Senatorial Campaign Committee (DSCC)	144	510	1	8
America with Eric Bolling	139	693	1	16
I Love My Freedom	127	653	3	16
Penzeys Spices	122	608	3	17
Nine Line Apparel	120	601	0	5
MI Senate Republican Campaign Committee	70	139	1	5
Indivisible Guide	69	233	0	4
Ocean Conservancy	68	1452	0	112
The Devil We Know	68	342	0	1
45th President Donald J. Trump	66	132	0	2
Angie Craig	65	327	2	8
Strong Women Society	63	126	1	6
Azula	57	287	0	1
Vicky Hartzler	55	117	0	2
Proud Right Winger	54	128	0	2
The Deplorable Deck	45	90	0	1
Heidi Heitkamp	43	152	1	7
Julie Oliver	43	85	0	1
Larry Hogan	40	79	0	1
Jay Inslee	38	75	1	2
PrintedKicks	34	169	0	4
Color Of Change	31	61	0	0
Colorado GOP	29	58	0	0
Jose Aristimuño	19	38	0	0
Turning Point USA	16	138	0	1
The Colorado Trust	16	80	0	1
DD Adams for Congress	16	78	0	1
Kyrsten Sinema	15	583	0	28
Shield Republic	15	109	0	3
Mississippi Democratic Party	15	73	0	1
We The People Holsters	14	68	0	0
Shireen for Congress	13	128	0	4
Swing Left	13	125	0	3
Greenpeace USA	12	72	0	3
Planned Parenthood	12	25	0	0
Energy Nation	11	552	0	15
No Kid Hungry	11	119	0	4
Working Families Party	11	60	0	4
Better Medicare Alliance	11	55	0	4
Ending Spending Action Fund	11	53	0	0
MoveOn	10	2258	0	59
Pfizer	9	72	0	4
Conservative Gear	8	42	0	0
RedefinED	8	39	0	1
Kirsten Gillibrand	7	36	0	1
CREDO Mobile	7	35	0	1
Trustee Nelson Esparza for Fresno City Council	7	14	0	0
Tom Steyer	6	462	0	9
Beto O'Rourke	6	32	0	0
