Tom Carper for Delaware	1658994	4119951	19299	89564
Kerri Evelyn Harris	522324	1947785	4041	26675
Rob Arlett For US Senate	416914	1542434	5472	31420
Ken Simpler for Delaware	329039	1435680	3042	20409
Kathy McGuiness for Auditor	240000	725973	2091	10896
Auto Alliance	236000	665993	1036	4882
Congresswoman Lisa Blunt Rochester	178944	531778	2385	8199
Patients For Affordable Drugs Action	171832	377737	2611	11383
Renee Taschner for Delaware	170998	659972	3042	14199
Kathy Jennings for Attorney General	125000	303916	1145	7459
Gene Truono for US Senate	110979	434932	765	5643
AARP Delaware	107000	235991	990	5767
Solar Energy Today	97081	419293	1677	10813
Chris Johnson for Attorney General	79460	353265	387	5161
Bob Weiner	73645	258177	297	3335
Shaun King	73343	340703	402	3508
Delaware House Democrats	71000	272945	560	7705
Civiqs	67301	309602	931	6442
Lisa Blunt Rochester	63000	284961	400	5461
Stephanie Barry	58953	195860	320	3095
Association for Accessible Medicines	57057	120139	795	2263
Demand Justice	54861	121769	832	3270
Ralph Taylor for Representative 31st District	54000	120994	100	994
Paradee For State Senate	48000	198978	0	2221
Krista Griffith For Delaware	41994	186949	182	3210
Laura Sturgeon	40427	210086	192	6137
First State Forward	31000	95973	529	3663
DoSomething.org	30213	150559	159	1371
Wilmington Love	28351	141753	278	1437
WITN22Wilm	28000	97981	0	1287
James Spadola for State Auditor	27990	100927	0	2062
Mary Ann's List	25787	134772	174	2039
Guillermina Gonzalez for Delaware	23646	121955	347	6854
Elizabeth "Tizzy" Lockman for State Senate	22881	102489	61	1155
Charles Potter Jr. State Representative 1st District	21000	95977	0	2277
Schwartz & Schwartz	20000	99998	600	1581
Delaware United	19000	71982	0	1758
Tim Mullaney for Attorney General	17000	39995	100	895
Vote For Bob Mitchell	16798	54259	0	932
Steve McCarron	16000	34996	0	415
Stephanie Hansen for Senate	15919	82586	176	2030
Debra Heffernan for the 6th District	15907	66808	93	922
NRA Institute for Legislative Action	15408	62016	34	400
VoteTogether	15100	60263	92	2151
Eugenia Thornton Recorder of Deeds	14000	67977	100	2677
Darius Brown for State Senate	11960	54783	0	1559
Vote Dave Baker	11826	62091	73	1039
America First Policies	11709	23914	202	644
Hines For State Senate	10556	33658	0	605
Delaware Bail Reform - LESS SAFE at the Taxpayers Expense	10000	51997	100	697
Freedom for All Americans	10000	50998	75	501
Healthy Delaware	10000	49999	100	499
Choose Health Delaware	10000	49999	100	499
Abuse Guardian	10000	49999	343	1940
David Anderson	10000	44984	0	1584
Erin Wienner State Representative	10000	38990	0	965
Relevant Seminars	10000	19998	132	436
Mike Smith	9676	40244	80	1660
Donald J. Trump	8344	48624	86	1232
Anton Andrew for State Representative	8334	27804	80	639
Don Allan for Delaware	7998	48971	0	1732
I.G. Burton - Sussex County Council	7457	39274	0	910
Scott Phillips for Sheriff	7000	34993	0	693
Elect Justin King	6988	20971	0	395
David Carter for NCC Council	6877	43371	0	1617
Planned Parenthood	6524	16322	67	287
Matt Denn	6000	29994	0	594
Kathy Beard	5993	32958	0	993
American Bail Coalition	5972	14943	75	229
Wilmington Democrats	5968	17972	0	344
JC Smith, Master Craftsman	5699	28493	56	284
Beau Biden Foundation for the Protection of Children	5654	28268	64	352
Comcast	5196	13025	22	123
Delaware House Democratic Campaign Committee	5000	31988	0	1188
Voter Opinion Survey	5000	9999	54	153
Delaware Term Limits	5000	9999	0	99
Scott Wagner	4951	10818	103	425
Kent County Democratic Committee	4000	25990	0	990
Friends Of Jean Dowding	4000	20995	0	495
New Democracy	3845	19222	75	256
ACLU	3814	8971	20	105
Yangming	3751	10693	25	88
Julie Brewington - Wicomico County Council At Large	3661	10607	9	140
Kevin Christophel for 5th District County Council	3434	8625	0	200
Everytown for Gun Safety	3165	6968	38	143
Gloucester Township, New Jersey	3034	6103	8	42
Vote411 - Delaware	3000	14997	0	297
Andy Harris	2803	7031	18	101
4ocean	2776	6990	43	188
Karl H. Fockler for State's Attorney	2742	13704	14	200
Concealed Online	2632	8428	36	224
Heidi Heitkamp	2621	5808	65	238
Sandy Hook Promise	2543	6085	40	162
Beto O'Rourke	2514	5664	44	154
McLhinney's Speakeasy Museum & International Market	2400	12001	0	23
American AF	2370	6151	16	82
We The People Holsters	2333	5579	15	63
National Republican Congressional Committee	2118	5641	32	152
I'll go ahead and keep my guns, Thanks	2050	4560	56	214
Cooperative Action Network	2007	10028	6	118
